sgRNA_ID	Gene	HAP1_T0
chr5:171809062-171809081_SH3PXD2B_-	SH3PXD2B	365.0
chrX:19055587-19055606_GPR64_-	GPR64	534.0
chr11:19170821-19170840_ZDHHC13_-	ZDHHC13	662.0
chr1:247070943-247070962_AHCTF1_+	AHCTF1	925.0
chr11:6898084-6898103_OR10A4_-	OR10A4	397.0
chr11:117115187-117115206_RNF214_+	RNF214	190.0
chr1:248685513-248685532_OR2G6_-	OR2G6	565.0
chr1:211533262-211533281_TRAF5_-	TRAF5	660.0
chr11:68514815-68514834_MTL5_-	MTL5	447.0
chr14:58599852-58599871_C14orf37_+	C14orf37	526.0
chr10:74695462-74695481_PLA2G12B_+	PLA2G12B	168.0
chr1:200378672-200378691_ZNF281_+	ZNF281	739.0
chr2:37315530-37315549_GPATCH11_+	GPATCH11	629.0
chr11:236255-236274_SIRT3_-	SIRT3	487.0
chr13:48807498-48807517_ITM2B_-	ITM2B	575.0
chr20:50714990-50715009_ZFP64_+	ZFP64	894.0
chr19:52327571-52327590_FPR3_+	FPR3	594.0
chr19:38872816-38872835_PSMD8_-	PSMD8	265.0
chr17:79139772-79139791_AATK_+	AATK	937.0
chr10:135193869-135193888_PAOX_-	PAOX	273.0
chr6:26637677-26637696_ZNF322_+	ZNF322	708.0
chr10:95552579-95552598_LGI1_+	LGI1	540.0
chr1:155252294-155252313_HCN3_-	HCN3	455.0
chr3:71804207-71804226_GPR27_-	GPR27	323.0
chr14:61747353-61747372_TMEM30B_+	TMEM30B	938.0
chr7:77378896-77378915_RSBN1L_+	RSBN1L	373.0
chr6:50796335-50796354_TFAP2B_+	TFAP2B	612.0
chr11:124793870-124793889_HEPACAM_+	HEPACAM	824.0
chr3:151046751-151046770_P2RY13_+	P2RY13	0.0
chr11:47267290-47267309_ACP2_+	ACP2	509.0
chr21:22804479-22804498_NCAM2_-	NCAM2	367.0
chr20:61292459-61292478_SLCO4A1_+	SLCO4A1	596.0
chr13:79940872-79940891_RBM26_-	RBM26	1002.0
chr9:5457287-5457306_CD274_+	CD274	10.0
chr3:58196553-58196572_DNASE1L3_+	DNASE1L3	676.0
chr2:238419220-238419239_MLPH_+	MLPH	550.0
chr7:2472906-2472925_CHST12_-	CHST12	483.0
chr2:11919649-11919668_LPIN1_-	LPIN1	237.0
chr9:20764967-20764986_FOCAD_-	FOCAD	230.0
chr11:44626951-44626970_CD82_-	CD82	605.0
chr6:119332476-119332495_FAM184A_-	FAM184A	241.0
chr11:3661313-3661332_ART5_-	ART5	572.0
chr7:56007258-56007277_ZNF713_-	ZNF713	515.0
chr18:63492026-63492045_CDH7_+	CDH7	268.0
chr22:30977557-30977576_PES1_+	PES1	897.0
chr12:120536892-120536911_RAB35_+	RAB35	806.0
chr3:186507831-186507850_RFC4_-	RFC4	258.0
chr9:99145782-99145801_SLC35D2_+	SLC35D2	621.0
chr19:40151126-40151145_LGALS16_-	LGALS16	1174.0
chr18:71796703-71796722_FBXO15_+	FBXO15	595.0
chr2:128415058-128415077_LIMS2_+	LIMS2	544.0
chr7:16676028-16676047_ANKMY2_+	ANKMY2	307.0
chr3:61734553-61734572_PTPRG_+	PTPRG	443.0
chr3:149245688-149245707_WWTR1_+	WWTR1	968.0
chr11:62569444-62569463_NXF1_+	NXF1	794.0
chr5:36257569-36257588_RANBP3L_+	RANBP3L	327.0
chr11:67371961-67371980_C11orf72_+	C11orf72	278.0
chr9:140331345-140331364_ENTPD8_+	ENTPD8	546.0
chr17:58577821-58577840_APPBP2_+	APPBP2	1294.0
chr11:88045585-88045604_CTSC_+	CTSC	442.0
chr2:196837092-196837111_DNAH7_+	DNAH7	274.0
chr6:52699013-52699032_GSTA5_+	GSTA5	658.0
chr16:2240325-2240344_CASKIN1_+	CASKIN1	990.0
chr11:193805-193824_SCGB1C1_-	SCGB1C1	900.0
chr17:40263746-40263765_DHX58_+	DHX58	643.0
chr13:46727024-46727043_LCP1_+	LCP1	270.0
chr1:31194441-31194460_MATN1_+	MATN1	588.0
chr1:111992157-111992176_ATP5F1_+	ATP5F1	537.0
chr12:7287928-7287947_CLSTN3_-	CLSTN3	861.0
chr17:44076816-44076835_STH_+	STH	691.0
chr1:200843043-200843062_GPR25_-	GPR25	755.0
chr19:55915707-55915726_UBE2S_+	UBE2S	884.0
chr2:223161901-223161920_PAX3_+	PAX3	874.0
chr1:109714547-109714566_KIAA1324_-	KIAA1324	1220.0
chr9:127636003-127636022_ARPC5L_-	ARPC5L	710.0
chr1:171605230-171605249_MYOC_+	MYOC	473.0
chr8:144458733-144458752_RHPN1_-	RHPN1	494.0
chr16:29790922-29790941_ZG16_-	ZG16	610.0
chr19:22272046-22272065_ZNF257_-	ZNF257	8.0
chr19:41778030-41778049_HNRNPUL1_-	HNRNPUL1	625.0
chr19:53612786-53612805_ZNF415_-	ZNF415	242.0
chr8:106456582-106456601_ZFPM2_+	ZFPM2	427.0
chr17:6979311-6979330_CLEC10A_+	CLEC10A	363.0
chr12:7842852-7842871_GDF3_+	GDF3	891.0
chr6:30899288-30899307_SFTA2_+	SFTA2	511.0
chr6:134349862-134349881_SLC2A12_+	SLC2A12	686.0
chr19:17922417-17922436_B3GNT3_-	B3GNT3	626.0
chr11:124310124-124310143_OR8B8_+	OR8B8	600.0
chr12:120636471-120636490_RPLP0_+	RPLP0	274.0
chr2:122520580-122520599_TSN_+	TSN	629.0
chr6:132649714-132649733_MOXD1_-	MOXD1	782.0
chr6:102134073-102134092_GRIK2_+	GRIK2	579.0
chr4:15009109-15009128_CPEB2_-	CPEB2	1136.0
chr6:167352442-167352461_RNASET2_+	RNASET2	533.0
chr6:48036206-48036225_PTCHD4_+	PTCHD4	564.0
chr9:86414180-86414199_GKAP1_+	GKAP1	373.0
chr12:80083815-80083834_PAWR_+	PAWR	718.0
chr2:176982085-176982104_HOXD10_-	HOXD10	341.0
chr3:13461640-13461659_NUP210_+	NUP210	666.0
chr20:32250234-32250253_C20orf144_-	C20orf144	0.0
chrX:40572168-40572187_MED14_-	MED14	253.0
chr7:29980333-29980352_SCRN1_-	SCRN1	403.0
chr14:93673630-93673649_UBR7_+	UBR7	218.0
chrX:9660222-9660241_TBL1X_+	TBL1X	1078.0
chr15:72699433-72699452_TMEM202_-	TMEM202	599.0
chr5:140530787-140530806_PCDHB6_+	PCDHB6	977.0
chr20:32856948-32856967_ASIP_-	ASIP	626.0
chr6:43018030-43018049_CUL7_-	CUL7	1092.0
chr20:35068231-35068250_DLGAP4_-	DLGAP4	902.0
chr17:79589206-79589225_NPLOC4_+	NPLOC4	746.0
chr17:72847737-72847756_GRIN2C_+	GRIN2C	941.0
chr2:42990279-42990298_OXER1_+	OXER1	894.0
chr17:42030681-42030700_PYY_+	PYY	466.0
chr15:59911042-59911061_GCNT3_-	GCNT3	1080.0
chr17:6927058-6927077_BCL6B_-	BCL6B	1040.0
chr5:140515865-140515884_PCDHB5_-	PCDHB5	634.0
chr12:119631580-119631599_HSPB8_-	HSPB8	828.0
chr16:31927079-31927098_ZNF267_-	ZNF267	1003.0
chr19:21720751-21720770_ZNF429_-	ZNF429	0.0
chr19:22271356-22271375_ZNF257_-	ZNF257	10.0
chr17:1359342-1359361_CRK_-	CRK	1120.0
chr19:35941392-35941411_FFAR2_-	FFAR2	337.0
chr15:42298194-42298213_PLA2G4E_+	PLA2G4E	815.0
chr10:89622162-89622181_KLLN_-	KLLN	510.0
chr7:64439761-64439780_ZNF117_-	ZNF117	559.0
chr12:45741932-45741951_ANO6_-	ANO6	596.0
chr2:234638048-234638067_UGT1A3_-	UGT1A3	998.0
chr1:109650592-109650611_C1orf194_+	C1orf194	607.0
chr10:103789434-103789453_C10orf76_+	C10orf76	119.0
chr1:46073898-46073917_NASP_+	NASP	455.0
chr19:37398845-37398864_ZNF829_-	ZNF829	792.0
chr4:47765457-47765476_CORIN_+	CORIN	480.0
chr15:49176542-49176561_SHC4_+	SHC4	418.0
chr5:147553853-147553872_SPINK14_-	SPINK14	684.0
chr14:24765729-24765748_DHRS1_+	DHRS1	456.0
chrX:47308799-47308818_ZNF41_+	ZNF41	194.0
chr11:5701115-5701134_TRIM5_-	TRIM5	376.0
chr11:32118697-32118716_RCN1_+	RCN1	276.0
chrX:119388934-119388953_ZBTB33_-	ZBTB33	473.0
chr3:71804183-71804202_GPR27_-	GPR27	656.0
chr8:141521693-141521712_CHRAC1_-	CHRAC1	551.0
chr22:41616828-41616847_L3MBTL2_-	L3MBTL2	564.0
chr8:145557585-145557604_SCRT1_+	SCRT1	1053.0
chr7:117824288-117824307_NAA38_-	NAA38	421.0
chr12:111057671-111057690_TCTN1_-	TCTN1	759.0
chr6:137166762-137166781_PEX7_+	PEX7	524.0
chr2:234434153-234434172_USP40_-	USP40	524.0
chr6:15452402-15452421_JARID2_-	JARID2	760.0
chr6:84317442-84317461_SNAP91_+	SNAP91	383.0
chr3:39118660-39118679_WDR48_-	WDR48	453.0
chr2:174946692-174946711_OLA1_-	OLA1	780.0
chr6:28887861-28887880_TRIM27_+	TRIM27	772.0
chr8:22079073-22079092_PHYHIP_+	PHYHIP	666.0
chr19:42813992-42814011_PRR19_+	PRR19	617.0
chr12:75741438-75741457_GLIPR1L1_+	GLIPR1L1	673.0
chr3:196831776-196831795_DLG1_-	DLG1	344.0
chr3:110837601-110837620_PVRL3_+	PVRL3	748.0
chr17:74073374-74073393_GALR2_+	GALR2	627.0
chr1:155912502-155912521_RXFP4_-	RXFP4	1074.0
chr2:43452201-43452220_ZFP36L2_-	ZFP36L2	631.0
chr17:43044910-43044929_C1QL1_+	C1QL1	885.0
chr12:53898216-53898235_TARBP2_-	TARBP2	797.0
chr1:21943838-21943857_RAP1GAP_+	RAP1GAP	469.0
chr1:1192593-1192612_UBE2J2_+	UBE2J2	772.0
chr19:2765186-2765205_SGTA_+	SGTA	903.0
chr8:26722187-26722206_ADRA1A_+	ADRA1A	785.0
chr8:61720769-61720788_CHD7_+	CHD7	644.0
chr7:134613498-134613517_CALD1_+	CALD1	654.0
chr9:139702741-139702760_RABL6_+	RABL6	882.0
chr8:98817574-98817593_LAPTM4B_+	LAPTM4B	665.0
chr5:138356969-138356988_SIL1_-	SIL1	791.0
chr20:54824282-54824301_MC3R_-	MC3R	1325.0
chr15:101152466-101152485_ASB7_+	ASB7	1001.0
chr15:66791978-66791997_RPL4_-	RPL4	961.0
chr16:57486764-57486783_COQ9_+	COQ9	850.0
chr5:151266324-151266343_GLRA1_+	GLRA1	1045.0
chr4:187201512-187201531_F11_-	F11	1073.0
chr7:44180661-44180680_MYL7_-	MYL7	885.0
chr17:32483512-32483531_ASIC2_+	ASIC2	1525.0
chr11:66335497-66335516_CTSF_+	CTSF	461.0
chr4:185606556-185606575_PRIMPOL_+	PRIMPOL	780.0
chr6:151694736-151694755_ZBTB2_+	ZBTB2	977.0
chr6:34789558-34789577_UHRF1BP1_-	UHRF1BP1	1307.0
chr8:99608273-99608292_STK3_+	STK3	707.0
chr3:186572198-186572217_ADIPOQ_-	ADIPOQ	1026.0
chr1:150737170-150737189_CTSS_-	CTSS	732.0
chr12:14976597-14976616_C12orf60_-	C12orf60	915.0
chr10:71977551-71977570_PPA1_+	PPA1	616.0
chr16:3024624-3024643_PKMYT1_+	PKMYT1	795.0
chr10:122357894-122357913_C10orf85_+	C10orf85	691.0
chr12:68052301-68052320_DYRK2_+	DYRK2	940.0
chr15:83936940-83936959_BNC1_-	BNC1	576.0
chr4:38830663-38830682_TLR6_+	TLR6	338.0
chr4:54373522-54373541_LNX1_-	LNX1	929.0
chr17:34305222-34305241_CCL16_-	CCL16	1457.0
chr19:57986406-57986425_ZNF772_-	ZNF772	1103.0
chr5:36152910-36152929_SKP2_+	SKP2	1327.0
chr17:39534356-39534375_KRT34_+	KRT34	713.0
chr19:58640608-58640627_ZNF329_+	ZNF329	419.0
chr14:21491411-21491430_NDRG2_-	NDRG2	0.0
chr17:10419336-10419355_MYH1_-	MYH1	391.0
chr5:75914004-75914023_F2RL2_+	F2RL2	574.0
chr15:34517310-34517329_EMC4_+	EMC4	872.0
chr2:152980370-152980389_STAM2_-	STAM2	716.0
chr11:92703046-92703065_MTNR1B_-	MTNR1B	615.0
chr17:41856170-41856189_DUSP3_+	DUSP3	739.0
chr22:30409442-30409461_MTMR3_+	MTMR3	1484.0
chr20:22563691-22563710_FOXA2_+	FOXA2	522.0
chrX:44202808-44202827_EFHC2_+	EFHC2	1075.0
chr1:45793860-45793879_HPDL_-	HPDL	1175.0
chr1:216498863-216498882_USH2A_-	USH2A	769.0
chr12:98941356-98941375_TMPO_+	TMPO	501.0
chr4:183245337-183245356_TENM3_-	TENM3	520.0
chr19:42600043-42600062_POU2F2_+	POU2F2	1228.0
chr1:1290849-1290868_MXRA8_+	MXRA8	417.0
chr5:45696031-45696050_HCN1_+	HCN1	749.0
chr7:117825713-117825732_NAA38_+	NAA38	597.0
chr5:137534296-137534315_CDC23_-	CDC23	290.0
chr9:34709851-34709870_CCL21_-	CCL21	675.0
chr10:44053118-44053137_ZNF239_+	ZNF239	492.0
chrX:148577939-148577958_IDS_+	IDS	1201.0
chr19:56113502-56113521_ZNF524_+	ZNF524	919.0
chr8:143784532-143784551_LY6K_+	LY6K	422.0
chr7:6026678-6026697_PMS2_+	PMS2	1323.0
chr17:38252751-38252770_NR1D1_+	NR1D1	599.0
chr11:123847663-123847682_OR10S1_-	OR10S1	427.0
chr19:56934780-56934799_ZNF583_-	ZNF583	474.0
chr3:148847702-148847721_HPS3_+	HPS3	917.0
chr20:62103796-62103815_KCNQ2_+	KCNQ2	919.0
chr19:19625445-19625464_TSSK6_+	TSSK6	455.0
chr17:29249034-29249053_ADAP2_-	ADAP2	1092.0
chr16:2806412-2806431_SRRM2_-	SRRM2	500.0
chr13:78492653-78492672_EDNRB_-	EDNRB	1206.0
chr20:13797773-13797792_NDUFAF5_-	NDUFAF5	848.0
chr15:64680119-64680138_TRIP4_+	TRIP4	327.0
chr1:2457937-2457956_PANK4_+	PANK4	689.0
chr7:130353902-130353921_TSGA13_+	TSGA13	329.0
chr22:42033748-42033767_XRCC6_+	XRCC6	534.0
chr17:42225966-42225985_C17orf53_-	C17orf53	1227.0
chr20:61274349-61274368_RP11-93B14.6_+	RP11-93B14.6	835.0
chr7:66410180-66410199_TMEM248_-	TMEM248	565.0
chr4:94750149-94750168_ATOH1_-	ATOH1	592.0
chr15:52404893-52404912_BCL2L10_-	BCL2L10	760.0
chr12:52309021-52309040_ACVRL1_-	ACVRL1	1436.0
chr19:17392759-17392778_ANKLE1_+	ANKLE1	606.0
chr16:48278394-48278413_LONP2_-	LONP2	1068.0
chr1:152488152-152488171_CRCT1_-	CRCT1	586.0
chr1:206646635-206646654_IKBKE_-	IKBKE	437.0
chr6:33756795-33756814_LEMD2_+	LEMD2	881.0
chr6:33245624-33245643_B3GALT4_-	B3GALT4	961.0
chr15:43656489-43656508_ZSCAN29_+	ZSCAN29	1131.0
chr2:72371127-72371146_CYP26B1_+	CYP26B1	483.0
chr4:53468029-53468048_USP46_-	USP46	1186.0
chr13:53420458-53420477_PCDH8_+	PCDH8	798.0
chr7:158560347-158560366_ESYT2_-	ESYT2	812.0
chr9:96259805-96259824_FAM120A_-	FAM120A	78.0
chr11:74168595-74168614_KCNE3_-	KCNE3	624.0
chr17:33310279-33310298_LIG3_-	LIG3	719.0
chr3:121341921-121341940_FBXO40_+	FBXO40	599.0
chr14:20978929-20978948_RNASE10_-	RNASE10	485.0
chr11:105965343-105965362_AASDHPPT_+	AASDHPPT	202.0
chr7:144062524-144062543_ARHGEF5_-	ARHGEF5	821.0
chr3:140407137-140407156_TRIM42_-	TRIM42	187.0
chr17:79977520-79977539_STRA13_-	STRA13	646.0
chr2:86327154-86327173_POLR1A_+	POLR1A	431.0
chr10:106039201-106039220_GSTO2_-	GSTO2	359.0
chr16:23160148-23160167_USP31_+	USP31	593.0
chr1:211923331-211923350_LPGAT1_+	LPGAT1	474.0
chr13:113817407-113817426_PROZ_-	PROZ	613.0
chr16:3070458-3070477_TNFRSF12A_+	TNFRSF12A	670.0
chr3:186288719-186288738_DNAJB11_+	DNAJB11	736.0
chr18:11889401-11889420_MPPE1_-	MPPE1	648.0
chr18:29617155-29617174_RNF125_-	RNF125	628.0
chrX:68749711-68749730_FAM155B_-	FAM155B	437.0
chr17:8216842-8216861_ARHGEF15_-	ARHGEF15	564.0
chrX:102337188-102337207_NXF3_+	NXF3	766.0
chr5:81572037-81572056_RPS23_-	RPS23	543.0
chr1:57602289-57602308_DAB1_-	DAB1	687.0
chr9:134405987-134406006_UCK1_-	UCK1	794.0
chr20:18574418-18574437_DTD1_+	DTD1	0.0
chr16:88923228-88923247_GALNS_-	GALNS	493.0
chr9:86955501-86955520_SLC28A3_+	SLC28A3	587.0
chr14:75506699-75506718_MLH3_-	MLH3	540.0
chr1:144906093-144906112_PDE4DIP_-	PDE4DIP	405.0
chr16:19873204-19873223_GPRC5B_+	GPRC5B	394.0
chr1:171621226-171621245_MYOC_-	MYOC	617.0
chr19:8923845-8923864_ZNF558_-	ZNF558	876.0
chr1:55340825-55340844_DHCR24_+	DHCR24	660.0
chr17:4544890-4544909_ALOX15_+	ALOX15	657.0
chr4:89042925-89042944_ABCG2_-	ABCG2	681.0
chr11:66571615-66571634_C11orf80_-	C11orf80	641.0
chrX:139866414-139866433_CDR1_-	CDR1	561.0
chr12:62696640-62696659_USP15_+	USP15	446.0
chrX:153197538-153197557_NAA10_+	NAA10	520.0
chr17:30219286-30219305_UTP6_+	UTP6	355.0
chr17:43545934-43545953_PLEKHM1_-	PLEKHM1	326.0
chr12:5021170-5021189_KCNA1_-	KCNA1	437.0
chr19:18308354-18308373_RAB3A_-	RAB3A	757.0
chr16:19553271-19553290_CCP110_+	CCP110	407.0
chr9:115652163-115652182_SLC46A2_-	SLC46A2	576.0
chr7:129832599-129832618_TMEM209_-	TMEM209	629.0
chr22:19839044-19839063_C22orf29_+	C22orf29	537.0
chr10:52005007-52005026_ASAH2_-	ASAH2	1202.0
chr14:38061548-38061567_FOXA1_+	FOXA1	619.0
chr11:55418850-55418869_OR4S2_-	OR4S2	740.0
chr3:148802476-148802495_HLTF_-	HLTF	732.0
chr17:5336997-5337016_C1QBP_-	C1QBP	496.0
chr10:99197006-99197025_EXOSC1_+	EXOSC1	1001.0
chr12:7172507-7172526_C1S_+	C1S	473.0
chr4:672502-672521_MYL5_-	MYL5	737.0
chr14:23444212-23444231_AJUBA_+	AJUBA	867.0
chr11:47446681-47446700_PSMC3_+	PSMC3	536.0
chr3:38087075-38087094_DLEC1_+	DLEC1	409.0
chr1:179544732-179544751_NPHS2_-	NPHS2	417.0
chr2:98263564-98263583_COX5B_+	COX5B	798.0
chr22:39631807-39631826_PDGFB_+	PDGFB	483.0
chr15:76018489-76018508_ODF3L1_-	ODF3L1	654.0
chr4:119754736-119754755_SEC24D_+	SEC24D	500.0
chr1:46746197-46746216_LRRC41_-	LRRC41	446.0
chr12:49666963-49666982_TUBA1C_+	TUBA1C	1091.0
chr22:31656018-31656037_LIMK2_-	LIMK2	577.0
chr17:7517785-7517804_FXR2_+	FXR2	616.0
chr2:37002189-37002208_VIT_+	VIT	427.0
chr19:38869976-38869995_PSMD8_+	PSMD8	1154.0
chr6:30522853-30522872_GNL1_-	GNL1	193.0
chr2:157182726-157182745_NR4A2_+	NR4A2	366.0
chr11:57244089-57244108_RTN4RL2_-	RTN4RL2	732.0
chr7:114282579-114282598_FOXP2_-	FOXP2	539.0
chrX:151900101-151900120_MAGEA12_-	MAGEA12	675.0
chr5:58334689-58334708_PDE4D_+	PDE4D	635.0
chr12:52639204-52639223_KRT7_+	KRT7	623.0
chrX:9001024-9001043_FAM9B_-	FAM9B	1064.0
chr19:49218662-49218681_MAMSTR_-	MAMSTR	515.0
chr11:7984880-7984899_NLRP10_-	NLRP10	298.0
chr19:17267797-17267816_MYO9B_+	MYO9B	459.0
chr3:155311828-155311847_PLCH1_+	PLCH1	638.0
chr4:153332759-153332778_FBXW7_-	FBXW7	258.0
chrX:49087682-49087701_CACNA1F_+	CACNA1F	954.0
chrX:70320747-70320766_FOXO4_-	FOXO4	966.0
chr17:74015681-74015700_EVPL_+	EVPL	642.0
chr1:158152657-158152676_CD1D_+	CD1D	565.0
chr22:39066888-39066907_CBY1_+	CBY1	513.0
chr6:130762830-130762849_TMEM200A_+	TMEM200A	294.0
chr4:88106405-88106424_KLHL8_-	KLHL8	408.0
chr4:5016928-5016947_CYTL1_-	CYTL1	385.0
chr3:186570960-186570979_ADIPOQ_+	ADIPOQ	613.0
chr11:111783594-111783613_HSPB2_-	HSPB2	625.0
chrX:103495189-103495208_ESX1_+	ESX1	889.0
chr19:39888266-39888285_MED29_-	MED29	571.0
chr1:70697985-70698004_SRSF11_+	SRSF11	549.0
chr10:69556931-69556950_DNAJC12_-	DNAJC12	421.0
chr3:180679277-180679296_FXR1_+	FXR1	252.0
chr22:42474019-42474038_FAM109B_+	FAM109B	449.0
chr19:37726943-37726962_ZNF383_+	ZNF383	546.0
chr2:26499993-26500012_HADHB_-	HADHB	514.0
chr11:88961081-88961100_TYR_-	TYR	853.0
chrX:41203348-41203367_DDX3X_+	DDX3X	712.0
chr1:150849023-150849042_ARNT_+	ARNT	970.0
chr10:112647473-112647492_PDCD4_+	PDCD4	970.0
chr20:210356-210375_DEFB129_-	DEFB129	846.0
chr6:43020296-43020315_CUL7_+	CUL7	882.0
chr19:6306830-6306849_ACER1_+	ACER1	745.0
chr1:53072472-53072491_GPX7_-	GPX7	976.0
chr16:58550435-58550454_SETD6_-	SETD6	542.0
chr17:79817156-79817175_P4HB_-	P4HB	942.0
chr14:69583123-69583142_DCAF5_-	DCAF5	208.0
chr19:45593656-45593675_GEMIN7_-	GEMIN7	727.0
chr12:248037-248056_IQSEC3_-	IQSEC3	479.0
chr3:127441391-127441410_MGLL_-	MGLL	929.0
chr5:133747327-133747346_CDKN2AIPNL_+	CDKN2AIPNL	643.0
chr2:209302298-209302317_PTH2R_+	PTH2R	603.0
chr2:23914654-23914673_KLHL29_-	KLHL29	0.0
chr12:40499104-40499123_SLC2A13_+	SLC2A13	404.0
chr11:66360009-66360028_CCDC87_-	CCDC87	1070.0
chr17:79768752-79768771_GCGR_-	GCGR	1037.0
chr3:50036924-50036943_RBM6_-	RBM6	553.0
chr5:176732856-176732875_PRELID1_+	PRELID1	1077.0
chr10:21805306-21805325_SKIDA1_+	SKIDA1	704.0
chr1:47133773-47133792_ATPAF1_+	ATPAF1	769.0
chr11:57235178-57235197_RTN4RL2_-	RTN4RL2	816.0
chr12:109605816-109605835_ACACB_-	ACACB	526.0
chr14:72090896-72090915_SIPA1L1_+	SIPA1L1	636.0
chr11:8251867-8251886_LMO1_+	LMO1	356.0
chr2:182322943-182322962_ITGA4_-	ITGA4	839.0
chr17:73106564-73106583_ARMC7_-	ARMC7	574.0
chr2:230578870-230578889_DNER_+	DNER	493.0
chr15:77320950-77320969_PSTPIP1_-	PSTPIP1	375.0
chr20:54940251-54940270_FAM210B_+	FAM210B	595.0
chr17:46985947-46985966_UBE2Z_+	UBE2Z	842.0
chr14:105715242-105715261_BTBD6_-	BTBD6	627.0
chr20:56190574-56190593_ZBP1_+	ZBP1	815.0
chr20:43093822-43093841_C20orf62_+	C20orf62	181.0
chr3:39431932-39431951_SLC25A38_+	SLC25A38	568.0
chr2:18113082-18113101_KCNS3_+	KCNS3	543.0
chr17:78115120-78115139_EIF4A3_-	EIF4A3	856.0
chr1:110086178-110086197_GPR61_+	GPR61	462.0
chr7:86554855-86554874_KIAA1324L_-	KIAA1324L	422.0
chr10:105133251-105133270_TAF5_-	TAF5	668.0
chr3:123665665-123665684_CCDC14_-	CCDC14	686.0
chr8:37595449-37595468_ERLIN2_+	ERLIN2	784.0
chr17:19720168-19720187_ULK2_+	ULK2	482.0
chr12:115120859-115120878_TBX3_+	TBX3	769.0
chr11:6913569-6913588_OR2D2_+	OR2D2	687.0
chr19:2137779-2137798_AP3D1_-	AP3D1	517.0
chr21:46197215-46197234_UBE2G2_+	UBE2G2	215.0
chr20:33539642-33539661_GSS_-	GSS	650.0
chr6:130762547-130762566_TMEM200A_-	TMEM200A	346.0
chr19:15221517-15221536_SYDE1_+	SYDE1	773.0
chr6:16327381-16327400_ATXN1_+	ATXN1	775.0
chr5:177651627-177651646_PHYKPL_+	PHYKPL	738.0
chr14:21541284-21541303_ARHGEF40_+	ARHGEF40	798.0
chr17:72745087-72745106_SLC9A3R1_+	SLC9A3R1	330.0
chr6:168720244-168720263_DACT2_-	DACT2	649.0
chr17:7483514-7483533_CD68_-	CD68	666.0
chr17:37842206-37842225_PGAP3_-	PGAP3	732.0
chr19:36349428-36349447_KIRREL2_-	KIRREL2	959.0
chrX:16737871-16737890_SYAP1_+	SYAP1	430.0
chr7:41739826-41739845_INHBA_+	INHBA	795.0
chr12:12510408-12510427_LOH12CR1_-	LOH12CR1	243.0
chr7:150417452-150417471_GIMAP1_+	GIMAP1	264.0
chr11:69589745-69589764_FGF4_+	FGF4	511.0
chr7:102984989-102985008_DNAJC2_+	DNAJC2	548.0
chr5:160076207-160076226_ATP10B_+	ATP10B	330.0
chr15:80454612-80454631_FAH_-	FAH	145.0
chr22:25158406-25158425_PIWIL3_+	PIWIL3	1142.0
chr3:142681933-142681952_PAQR9_+	PAQR9	440.0
chr1:68171180-68171199_GNG12_+	GNG12	297.0
chr21:31654481-31654500_KRTAP24-1_+	KRTAP24-1	739.0
chr3:48810476-48810495_PRKAR2A_-	PRKAR2A	15.0
chr19:49110596-49110615_SPACA4_-	SPACA4	495.0
chr19:46974199-46974218_PNMAL1_-	PNMAL1	1054.0
chr1:150956469-150956488_ANXA9_-	ANXA9	625.0
chr17:77097694-77097713_RBFOX3_+	RBFOX3	572.0
chr3:49569908-49569927_DAG1_-	DAG1	677.0
chr12:100676848-100676867_SCYL2_+	SCYL2	966.0
chr6:119252736-119252755_MCM9_+	MCM9	751.0
chr17:27576175-27576194_CRYBA1_-	CRYBA1	729.0
chr15:57524919-57524938_TCF12_-	TCF12	510.0
chr10:5140997-5141016_AKR1C3_-	AKR1C3	599.0
chr2:26644188-26644207_DRC1_+	DRC1	429.0
chr3:47814328-47814347_SMARCC1_+	SMARCC1	832.0
chr2:105473263-105473282_POU3F3_-	POU3F3	927.0
chr10:119003779-119003798_SLC18A2_-	SLC18A2	660.0
chr1:170508572-170508591_GORAB_+	GORAB	517.0
chr4:113435978-113435997_NEUROG2_+	NEUROG2	625.0
chr14:26917373-26917392_NOVA1_-	NOVA1	754.0
chr2:74867283-74867302_M1AP_+	M1AP	813.0
chr12:119540115-119540134_SRRM4_-	SRRM4	673.0
chr7:45015185-45015204_MYO1G_+	MYO1G	1573.0
chr3:58183562-58183581_DNASE1L3_+	DNASE1L3	590.0
chr4:1719905-1719924_TMEM129_+	TMEM129	594.0
chr15:93496653-93496672_CHD2_-	CHD2	870.0
chr4:129028384-129028403_LARP1B_-	LARP1B	845.0
chr4:40245030-40245049_RHOH_+	RHOH	1151.0
chr16:88552384-88552403_ZFPM1_+	ZFPM1	628.0
chr1:47689725-47689744_TAL1_+	TAL1	791.0
chr14:77950818-77950837_ISM2_+	ISM2	486.0
chr7:73474320-73474339_ELN_+	ELN	1347.0
chr5:110835614-110835633_STARD4_+	STARD4	491.0
chr16:68283197-68283216_PLA2G15_-	PLA2G15	264.0
chr10:17646024-17646043_PTPLA_-	PTPLA	789.0
chr10:75612069-75612088_CAMK2G_-	CAMK2G	473.0
chr1:95368661-95368680_CNN3_+	CNN3	562.0
chr19:17448410-17448429_GTPBP3_+	GTPBP3	845.0
chr14:71109223-71109242_TTC9_-	TTC9	219.0
chr7:73635975-73635994_LAT2_-	LAT2	501.0
