sgRNA_ID	Gene	HAP1_T18B
chr15:90321484-90321503_MESP2_-	MESP2	892.0
chr11:94231565-94231584_ANKRD49_+	ANKRD49	135.0
chr22:24106313-24106332_C22orf15_+	C22orf15	789.0
chrX:30739090-30739109_GK_+	GK	304.0
chr19:1646355-1646374_TCF3_+	TCF3	928.0
chr7:72952293-72952312_BCL7B_-	BCL7B	310.0
chr12:57178676-57178695_HSD17B6_+	HSD17B6	128.0
chr12:71155314-71155333_PTPRR_+	PTPRR	333.0
chr15:50555434-50555453_HDC_-	HDC	572.0
chr7:42950457-42950476_C7orf25_-	C7orf25	425.0
chr4:122731146-122731165_EXOSC9_+	EXOSC9	35.0
chr13:107211875-107211894_ARGLU1_-	ARGLU1	11.0
chr14:73989209-73989228_HEATR4_-	HEATR4	234.0
chr7:31918639-31918658_PDE1C_+	PDE1C	739.0
chr7:50611763-50611782_DDC_-	DDC	133.0
chr15:65218306-65218325_ANKDD1A_-	ANKDD1A	991.0
chr9:132719710-132719729_FNBP1_-	FNBP1	166.0
chr19:10676622-10676641_KRI1_-	KRI1	172.0
chr18:29890179-29890198_GAREM_-	GAREM	1184.0
chr2:109292453-109292472_LIMS1_+	LIMS1	117.0
chr15:75133809-75133828_ULK3_-	ULK3	338.0
chr1:20931464-20931483_CDA_+	CDA	882.0
chr11:118638946-118638965_DDX6_-	DDX6	286.0
chr11:73625459-73625478_PAAF1_+	PAAF1	177.0
chr15:26806097-26806116_GABRB3_+	GABRB3	355.0
chr9:74481810-74481829_ABHD17B_-	ABHD17B	451.0
chr3:108639285-108639304_GUCA1C_-	GUCA1C	262.0
chr2:143642990-143643009_KYNU_+	KYNU	276.0
chr2:101183081-101183100_PDCL3_-	PDCL3	431.0
chr22:30980568-30980587_PES1_+	PES1	5.0
chr5:108168538-108168557_FER_+	FER	665.0
chr1:100701041-100701060_DBT_+	DBT	883.0
chr5:3599350-3599369_IRX1_+	IRX1	618.0
chr16:81045601-81045620_CENPN_+	CENPN	0.0
chr10:74618993-74619012_MCU_-	MCU	125.0
chr1:100152265-100152284_PALMD_+	PALMD	204.0
chr22:31059959-31059978_DUSP18_+	DUSP18	185.0
chr1:110551747-110551766_AHCYL1_-	AHCYL1	418.0
chr1:91973928-91973947_CDC7_+	CDC7	6.0
chr12:110013822-110013841_MVK_+	MVK	0.0
chr14:38152068-38152087_TTC6_-	TTC6	528.0
chr3:195053774-195053793_ACAP2_-	ACAP2	467.0
chr15:51993323-51993342_SCG3_+	SCG3	604.0
chr6:88066177-88066196_C6orf163_+	C6orf163	495.0
chr6:116600378-116600397_TSPYL1_-	TSPYL1	562.0
chrX:101381862-101381881_TCEAL2_+	TCEAL2	725.0
chr9:111625553-111625572_ACTL7A_-	ACTL7A	534.0
chr13:76141415-76141434_UCHL3_+	UCHL3	418.0
chr6:27806058-27806077_HIST1H2AK_+	HIST1H2AK	251.0
chr4:100803165-100803184_LAMTOR3_-	LAMTOR3	566.0
chr3:28380073-28380092_AZI2_-	AZI2	1151.0
chr9:35813441-35813460_HINT2_-	HINT2	727.0
chr16:31539802-31539821_AHSP_+	AHSP	434.0
chr6:158994500-158994519_TMEM181_-	TMEM181	413.0
chr11:17177127-17177146_PIK3C2A_+	PIK3C2A	237.0
chr6:27420968-27420987_ZNF184_-	ZNF184	473.0
chr15:100272069-100272088_LYSMD4_-	LYSMD4	551.0
chr1:197168673-197168692_ZBTB41_-	ZBTB41	764.0
chr2:135710259-135710278_CCNT2_+	CCNT2	322.0
chr8:69633612-69633631_C8orf34_+	C8orf34	662.0
chr10:95347084-95347103_FFAR4_-	FFAR4	760.0
chr7:1166947-1166966_C7orf50_-	C7orf50	690.0
chr6:51948006-51948025_PKHD1_-	PKHD1	298.0
chr6:26505310-26505329_BTN1A1_+	BTN1A1	340.0
chr9:140127091-140127110_SLC34A3_-	SLC34A3	692.0
chr8:42958799-42958818_POMK_-	POMK	441.0
chr11:85459412-85459431_SYTL2_-	SYTL2	625.0
chr17:7626977-7626996_DNAH2_+	DNAH2	307.0
chr10:32760098-32760117_CCDC7_+	CCDC7	569.0
chr12:82070553-82070572_PPFIA2_+	PPFIA2	448.0
chrX:16855739-16855758_TXLNG_+	TXLNG	224.0
chr17:53798236-53798255_TMEM100_+	TMEM100	186.0
chr9:105767267-105767286_CYLC2_+	CYLC2	176.0
chr22:32795664-32795683_RTCB_-	RTCB	181.0
chr4:154626064-154626083_TLR2_-	TLR2	319.0
chr16:47545600-47545619_PHKB_-	PHKB	637.0
chr6:36449496-36449515_KCTD20_+	KCTD20	777.0
chr1:49119058-49119077_AGBL4_+	AGBL4	254.0
chr12:123950156-123950175_SNRNP35_+	SNRNP35	149.0
chr16:27456576-27456595_IL21R_+	IL21R	336.0
chr5:86633887-86633906_RASA1_+	RASA1	849.0
chr17:78263532-78263551_RNF213_+	RNF213	395.0
chr1:100633976-100633995_LRRC39_-	LRRC39	574.0
chr2:232323787-232323806_NCL_-	NCL	15.0
chr22:24180568-24180587_DERL3_+	DERL3	393.0
chr2:238629423-238629442_LRRFIP1_+	LRRFIP1	993.0
chr1:7910956-7910975_UTS2_-	UTS2	213.0
chr22:50946047-50946066_LMF2_+	LMF2	148.0
chr12:123751786-123751805_CDK2AP1_+	CDK2AP1	717.0
chr16:20696611-20696630_ACSM1_+	ACSM1	66.0
chr19:53345364-53345383_ZNF468_-	ZNF468	448.0
chr8:42401717-42401736_SMIM19_-	SMIM19	344.0
chr10:119013950-119013969_SLC18A2_+	SLC18A2	764.0
chr1:100342032-100342051_AGL_+	AGL	143.0
chr2:176972488-176972507_HOXD11_-	HOXD11	467.0
chr3:14905704-14905723_FGD5_+	FGD5	236.0
chr12:95668599-95668618_VEZT_+	VEZT	134.0
chr7:72754675-72754694_FKBP6_+	FKBP6	468.0
chr19:3179150-3179169_S1PR4_-	S1PR4	785.0
chr1:10163032-10163051_UBE4B_+	UBE4B	207.0
chr11:7694045-7694064_CYB5R2_-	CYB5R2	291.0
chr1:38019801-38019820_SNIP1_-	SNIP1	64.0
chrX:92965054-92965073_FAM133A_+	FAM133A	591.0
chr1:171301876-171301895_FMO4_-	FMO4	655.0
chr5:134229293-134229312_TXNDC15_-	TXNDC15	375.0
chr13:27216418-27216437_WASF3_+	WASF3	659.0
chr1:92801911-92801930_RPAP2_-	RPAP2	130.0
chr3:71804205-71804224_GPR27_-	GPR27	352.0
chr17:30179972-30179991_COPRS_-	COPRS	365.0
chr2:179542543-179542562_TTN_-	TTN	670.0
chr15:83932452-83932471_BNC1_+	BNC1	188.0
chr17:6690651-6690670_FBXO39_+	FBXO39	1054.0
chr11:18050859-18050878_TPH1_-	TPH1	668.0
chr16:31012888-31012907_STX1B_-	STX1B	174.0
chr10:23512691-23512710_C10orf115_+	C10orf115	913.0
chr21:45970859-45970878_KRTAP10-2_+	KRTAP10-2	382.0
chr2:71429584-71429603_PAIP2B_-	PAIP2B	104.0
chrX:90691629-90691648_PABPC5_+	PABPC5	304.0
chr1:156084907-156084926_LMNA_+	LMNA	455.0
chr14:39709809-39709828_MIA2_+	MIA2	676.0
chr11:93527155-93527174_MED17_-	MED17	85.0
chr1:100327889-100327908_AGL_-	AGL	349.0
chr6:18149310-18149329_TPMT_-	TPMT	408.0
chr10:94366973-94366992_KIF11_+	KIF11	80.0
chr1:100464900-100464919_SLC35A3_-	SLC35A3	673.0
chr8:37917423-37917442_EIF4EBP1_+	EIF4EBP1	404.0
chr3:97686162-97686181_MINA_-	MINA	395.0
chr15:42525481-42525500_TMEM87A_+	TMEM87A	549.0
chr11:64900449-64900468_SYVN1_+	SYVN1	299.0
chr3:46006590-46006609_FYCO1_-	FYCO1	375.0
chr17:39471827-39471846_KRTAP17-1_-	KRTAP17-1	229.0
chr3:5212202-5212221_ARL8B_+	ARL8B	347.0
chrX:76920201-76920220_ATRX_+	ATRX	157.0
chr4:129764172-129764191_PHF17_+	PHF17	379.0
chr8:53580640-53580659_RB1CC1_-	RB1CC1	293.0
chr10:50374972-50374991_C10orf128_-	C10orf128	265.0
chr17:47656377-47656396_NXPH3_-	NXPH3	688.0
chr2:36785595-36785614_FEZ2_+	FEZ2	495.0
chr5:142254715-142254734_ARHGAP26_+	ARHGAP26	439.0
chr11:96117251-96117270_CCDC82_-	CCDC82	161.0
chr3:170584177-170584196_RPL22L1_-	RPL22L1	582.0
chr12:25249861-25249880_LRMP_+	LRMP	731.0
chr12:120031719-120031738_TMEM233_+	TMEM233	10.0
chr1:154527213-154527232_UBE2Q1_-	UBE2Q1	728.0
chrX:138713559-138713578_MCF2_+	MCF2	221.0
chr12:14946800-14946819_WBP11_-	WBP11	76.0
chr1:113209707-113209726_CAPZA1_+	CAPZA1	585.0
chr15:59499619-59499638_LDHAL6B_-	LDHAL6B	245.0
chr3:171426585-171426604_PLD1_-	PLD1	355.0
chrY:2829260-2829279_ZFY_+	ZFY	458.0
chr12:6933595-6933614_GPR162_-	GPR162	533.0
chr5:171621184-171621203_EFCAB9_+	EFCAB9	747.0
chr5:140740471-140740490_PCDHGB2_-	PCDHGB2	832.0
chr20:23065497-23065516_CD93_+	CD93	609.0
chr5:150942987-150943006_FAT2_+	FAT2	226.0
chr3:121489300-121489319_IQCB1_-	IQCB1	276.0
chr16:10867247-10867266_TVP23A_-	TVP23A	328.0
chr2:223488371-223488390_FARSB_-	FARSB	27.0
chr3:49688184-49688203_BSN_+	BSN	413.0
chr22:40257816-40257835_ENTHD1_+	ENTHD1	1046.0
chr12:118460118-118460137_RFC5_+	RFC5	56.0
chr22:21328383-21328402_AIFM3_-	AIFM3	330.0
chr19:34303845-34303864_KCTD15_-	KCTD15	547.0
chr14:66136038-66136057_FUT8_-	FUT8	707.0
chr11:40136529-40136548_LRRC4C_+	LRRC4C	503.0
chr9:33912015-33912034_UBE2R2_-	UBE2R2	884.0
chr11:46832622-46832641_CKAP5_-	CKAP5	96.0
chr1:201122979-201122998_TMEM9_-	TMEM9	330.0
chr10:99327834-99327853_UBTD1_+	UBTD1	373.0
chr12:4702253-4702272_DYRK4_+	DYRK4	399.0
chr19:33792798-33792817_CEBPA_-	CEBPA	465.0
chr2:160284454-160284473_BAZ2B_-	BAZ2B	463.0
chr4:119059348-119059367_NDST3_+	NDST3	669.0
chr18:46798568-46798587_DYM_+	DYM	295.0
chr1:38061400-38061419_GNL2_-	GNL2	123.0
chr14:81362064-81362083_CEP128_-	CEP128	433.0
chr2:120438870-120438889_TMEM177_+	TMEM177	614.0
chr6:31742341-31742360_VWA7_+	VWA7	670.0
chr20:43353467-43353486_WISP2_-	WISP2	1093.0
chr10:43882567-43882586_HNRNPF_+	HNRNPF	96.0
chr9:35607338-35607357_TESK1_-	TESK1	721.0
chr6:42937408-42937427_PEX6_-	PEX6	871.0
chr12:75785109-75785128_GLIPR1L2_-	GLIPR1L2	342.0
chr9:88968067-88968086_ZCCHC6_-	ZCCHC6	750.0
chr15:79092710-79092729_ADAMTS7_+	ADAMTS7	597.0
chr8:146033261-146033280_ZNF517_-	ZNF517	590.0
chr17:79782172-79782191_FAM195B_+	FAM195B	955.0
chr19:14165175-14165194_PALM3_-	PALM3	595.0
chr9:139438486-139438505_NOTCH1_-	NOTCH1	364.0
chr5:180018442-180018461_SCGB3A1_-	SCGB3A1	1410.0
chr22:21178676-21178695_PI4KA_+	PI4KA	62.0
chr3:167437897-167437916_PDCD10_-	PDCD10	548.0
chr11:2937894-2937913_SLC22A18_-	SLC22A18	494.0
chr8:66753656-66753675_PDE7A_+	PDE7A	297.0
chrX:100880221-100880240_ARMCX3_+	ARMCX3	954.0
chr20:1444958-1444977_NSFL1C_+	NSFL1C	422.0
chr2:11798638-11798657_NTSR2_+	NTSR2	515.0
chr5:74654619-74654638_HMGCR_+	HMGCR	46.0
chr20:52782295-52782314_CYP24A1_-	CYP24A1	711.0
chr11:100920713-100920732_PGR_+	PGR	547.0
chr1:154163700-154163719_TPM3_-	TPM3	267.0
chr5:74041524-74041543_GFM2_-	GFM2	20.0
chr6:74171604-74171623_MTO1_-	MTO1	150.0
chr12:48723736-48723755_H1FNT_+	H1FNT	355.0
chr2:101011993-101012012_CHST10_+	CHST10	559.0
chrX:18593552-18593571_CDKL5_+	CDKL5	263.0
chr1:34643467-34643486_C1orf94_-	C1orf94	210.0
chr10:81109482-81109501_PPIF_-	PPIF	707.0
chr9:140126587-140126606_SLC34A3_+	SLC34A3	776.0
chr5:73069828-73069847_ARHGEF28_+	ARHGEF28	235.0
chr22:50755740-50755759_DENND6B_-	DENND6B	373.0
chr1:120269500-120269519_PHGDH_+	PHGDH	571.0
chr5:180420026-180420045_BTNL3_+	BTNL3	519.0
chr1:112958841-112958860_CTTNBP2NL_+	CTTNBP2NL	675.0
chrX:150839577-150839596_PASD1_+	PASD1	666.0
chr10:102275944-102275963_SEC31B_+	SEC31B	503.0
chr12:56626588-56626607_SLC39A5_-	SLC39A5	844.0
chr17:46894415-46894434_TTLL6_+	TTLL6	346.0
chr15:52699528-52699547_MYO5A_-	MYO5A	679.0
chr20:2474521-2474540_ZNF343_+	ZNF343	439.0
chr8:9473149-9473168_TNKS_-	TNKS	764.0
chr2:64113495-64113514_UGP2_+	UGP2	312.0
chr7:92848477-92848496_HEPACAM2_-	HEPACAM2	597.0
chr9:130279436-130279455_FAM129B_-	FAM129B	573.0
chr9:5335497-5335516_RLN1_-	RLN1	740.0
chr4:149356542-149356561_NR3C2_-	NR3C2	559.0
chr20:43530257-43530276_YWHAB_+	YWHAB	431.0
chr12:53714392-53714411_AAAS_+	AAAS	398.0
chr16:67375909-67375928_LRRC36_-	LRRC36	212.0
chr1:2333641-2333660_RER1_+	RER1	270.0
chr12:112579999-112580018_TRAFD1_+	TRAFD1	650.0
chr11:57085336-57085355_TNKS1BP1_+	TNKS1BP1	416.0
chr2:219248980-219248999_SLC11A1_-	SLC11A1	409.0
chr10:47087122-47087141_NPY4R_-	NPY4R	647.0
chr8:143425595-143425614_TSNARE1_-	TSNARE1	332.0
chr1:25889152-25889171_LDLRAP1_-	LDLRAP1	731.0
chr17:40837308-40837327_CNTNAP1_-	CNTNAP1	263.0
chr2:153575252-153575271_ARL6IP6_+	ARL6IP6	215.0
chr16:731273-731292_STUB1_+	STUB1	383.0
chr4:186295331-186295350_LRP2BP_-	LRP2BP	291.0
chr11:111369330-111369349_BTG4_+	BTG4	311.0
chr13:45768642-45768661_KCTD4_-	KCTD4	319.0
chr1:117556071-117556090_CD101_+	CD101	113.0
chr7:101259510-101259529_MYL10_-	MYL10	237.0
chr14:23495546-23495565_PSMB5_-	PSMB5	28.0
chr8:110420309-110420328_PKHD1L1_+	PKHD1L1	464.0
chr1:31766170-31766189_SNRNP40_+	SNRNP40	884.0
chr6:637752-637771_EXOC2_-	EXOC2	450.0
chr12:11339426-11339445_TAS2R42_-	TAS2R42	112.0
chr7:99751109-99751128_LAMTOR4_-	LAMTOR4	455.0
chr6:82933274-82933293_IBTK_+	IBTK	379.0
chr11:72945489-72945508_P2RY2_-	P2RY2	333.0
chr8:86358370-86358389_CA3_-	CA3	505.0
chr17:40998080-40998099_AOC2_+	AOC2	472.0
chr11:129755442-129755461_NFRKB_+	NFRKB	431.0
chr1:52082829-52082848_OSBPL9_+	OSBPL9	504.0
chr9:32630399-32630418_TAF1L_-	TAF1L	133.0
chr2:74002023-74002042_DUSP11_+	DUSP11	649.0
chr3:37292954-37292973_GOLGA4_+	GOLGA4	413.0
chr17:48626267-48626286_SPATA20_+	SPATA20	547.0
chr1:31754271-31754290_SNRNP40_+	SNRNP40	27.0
chr1:151114982-151115001_SEMA6C_+	SEMA6C	405.0
chr11:17496485-17496504_ABCC8_+	ABCC8	1014.0
chr6:28472195-28472214_GPX6_-	GPX6	295.0
chr17:79852355-79852374_ANAPC11_+	ANAPC11	175.0
chr3:190147478-190147497_TMEM207_+	TMEM207	527.0
chr9:103348487-103348506_MURC_+	MURC	747.0
chrX:136113017-136113036_GPR101_-	GPR101	924.0
chr12:970199-970218_WNK1_+	WNK1	441.0
chr1:151039898-151039917_MLLT11_-	MLLT11	444.0
chr8:1824771-1824790_ARHGEF10_+	ARHGEF10	298.0
chr14:39819404-39819423_CTAGE5_-	CTAGE5	259.0
chr6:30652379-30652398_PPP1R18_+	PPP1R18	390.0
chr7:126173794-126173813_GRM8_-	GRM8	204.0
chr20:25405909-25405928_GINS1_+	GINS1	89.0
chr13:47469833-47469852_HTR2A_+	HTR2A	73.0
chr1:20141147-20141166_RNF186_-	RNF186	100.0
chr11:2975786-2975805_NAP1L4_+	NAP1L4	328.0
chr4:122742166-122742185_CCNA2_-	CCNA2	43.0
chr22:19511167-19511186_CLDN5_-	CLDN5	510.0
chr15:72558222-72558241_PARP6_+	PARP6	547.0
chr9:133572978-133572997_EXOSC2_+	EXOSC2	71.0
chr7:99696696-99696715_MCM7_-	MCM7	1.0
chr1:16774592-16774611_NECAP2_-	NECAP2	271.0
chr12:26208330-26208349_RASSF8_+	RASSF8	481.0
chrX:48920029-48920048_CCDC120_+	CCDC120	760.0
chr3:52505951-52505970_NISCH_-	NISCH	869.0
chr15:59225657-59225676_SLTM_-	SLTM	196.0
chr2:47049258-47049277_AC016722.1_-	AC016722.1	1358.0
chr15:64452345-64452364_PPIB_+	PPIB	196.0
chr15:73016973-73016992_BBS4_+	BBS4	163.0
chr10:127409799-127409818_C10orf137_+	C10orf137	742.0
chr22:30642681-30642700_LIF_-	LIF	770.0
chr11:62459858-62459877_BSCL2_+	BSCL2	698.0
chr1:109803854-109803873_CELSR2_-	CELSR2	243.0
chr19:19637048-19637067_NDUFA13_+	NDUFA13	161.0
chr16:27448902-27448921_IL21R_-	IL21R	428.0
chr1:39748927-39748946_MACF1_+	MACF1	514.0
chr14:34985563-34985582_EAPP_-	EAPP	381.0
chr12:113874631-113874650_SDSL_+	SDSL	505.0
chr1:43004885-43004904_CCDC30_+	CCDC30	347.0
chr20:57016100-57016119_VAPB_+	VAPB	276.0
chr3:140675459-140675478_SLC25A36_+	SLC25A36	439.0
chr5:179405189-179405208_RNF130_+	RNF130	444.0
chr2:240968914-240968933_OR6B2_+	OR6B2	1249.0
chr8:87540877-87540896_CPNE3_+	CPNE3	310.0
chr6:117245863-117245882_RFX6_+	RFX6	873.0
chr1:204518314-204518333_MDM4_-	MDM4	264.0
chr14:21502138-21502157_RNASE13_-	RNASE13	777.0
chr4:16019952-16019971_PROM1_-	PROM1	760.0
chr12:133682318-133682337_ZNF140_+	ZNF140	841.0
chr1:92508416-92508435_EPHX4_+	EPHX4	394.0
chr14:58714518-58714537_PSMA3_+	PSMA3	164.0
chr10:51610427-51610446_TIMM23_-	TIMM23	35.0
chr19:7764626-7764645_FCER2_+	FCER2	807.0
chr5:57753328-57753347_PLK2_-	PLK2	904.0
chr1:114254370-114254389_PHTF1_-	PHTF1	577.0
chr17:44076748-44076767_STH_-	STH	96.0
chr12:106712160-106712179_TCP11L2_-	TCP11L2	289.0
chr1:67793979-67793998_IL12RB2_+	IL12RB2	469.0
chr6:33243944-33243963_RPS18_+	RPS18	11.0
chr6:119522429-119522448_MAN1A1_-	MAN1A1	612.0
chr12:56553360-56553379_MYL6_+	MYL6	1284.0
chr14:21897473-21897492_CHD8_-	CHD8	612.0
chr6:52355106-52355125_EFHC1_+	EFHC1	803.0
chr6:25819314-25819333_SLC17A1_-	SLC17A1	885.0
chr15:91809886-91809905_SV2B_-	SV2B	522.0
chr14:30135359-30135378_PRKD1_+	PRKD1	490.0
chr1:240071403-240071422_CHRM3_-	CHRM3	532.0
chr10:116361672-116361691_ABLIM1_+	ABLIM1	691.0
chr2:19553277-19553296_OSR1_+	OSR1	638.0
chr19:56160414-56160433_CCDC106_+	CCDC106	359.0
chr19:10477221-10477240_TYK2_-	TYK2	235.0
chr3:141622502-141622521_ATP1B3_-	ATP1B3	108.0
chr4:148743893-148743912_ARHGAP10_-	ARHGAP10	405.0
chr6:35840404-35840423_SRPK1_-	SRPK1	109.0
chr5:141018377-141018396_RELL2_+	RELL2	499.0
chr17:76696396-76696415_CYTH1_+	CYTH1	440.0
chr8:19363329-19363348_CSGALNACT1_-	CSGALNACT1	662.0
chr1:36397025-36397044_AGO3_+	AGO3	614.0
chr11:58919308-58919327_FAM111A_-	FAM111A	301.0
chr2:38208465-38208484_RMDN2_+	RMDN2	541.0
chr1:206320251-206320270_CTSE_-	CTSE	608.0
chr2:20518310-20518329_PUM2_-	PUM2	311.0
chr18:2667027-2667046_SMCHD1_-	SMCHD1	154.0
chr6:49753853-49753872_PGK2_-	PGK2	672.0
chr9:5465569-5465588_CD274_-	CD274	1007.0
chr9:88842811-88842830_C9orf153_-	C9orf153	114.0
chr3:137816665-137816684_DZIP1L_+	DZIP1L	346.0
chr16:46943747-46943766_GPT2_+	GPT2	822.0
chr1:20987461-20987480_DDOST_+	DDOST	22.0
chr10:35819150-35819169_CCNY_+	CCNY	559.0
chr9:15447185-15447204_SNAPC3_-	SNAPC3	62.0
chr9:21201975-21201994_IFNA7_-	IFNA7	882.0
chr9:99589345-99589364_ZNF782_+	ZNF782	524.0
chr7:97941544-97941563_BAIAP2L1_-	BAIAP2L1	635.0
chr6:123369779-123369798_CLVS2_-	CLVS2	121.0
chr14:60749929-60749948_PPM1A_-	PPM1A	1267.0
chr20:3103968-3103987_UBOX5_+	UBOX5	542.0
chr1:47130975-47130994_ATPAF1_-	ATPAF1	484.0
chr10:13271626-13271645_UCMA_-	UCMA	523.0
chr3:40085670-40085689_MYRIP_-	MYRIP	143.0
chr20:44506202-44506221_ZSWIM3_-	ZSWIM3	419.0
chr14:23902800-23902819_MYH7_-	MYH7	117.0
chr10:106121819-106121838_CCDC147_+	CCDC147	643.0
chr9:114206660-114206679_KIAA0368_+	KIAA0368	529.0
chr14:24567829-24567848_PCK2_-	PCK2	382.0
chr5:16458610-16458629_ZNF622_+	ZNF622	33.0
chr18:10485632-10485651_APCDD1_+	APCDD1	472.0
chr9:140042645-140042664_GRIN1_+	GRIN1	158.0
chr18:61652458-61652477_SERPINB8_+	SERPINB8	1301.0
chr10:99376468-99376487_MORN4_-	MORN4	461.0
chr4:87080536-87080555_MAPK10_-	MAPK10	690.0
chr11:132016185-132016204_NTM_+	NTM	560.0
chr7:142575467-142575486_TRPV6_-	TRPV6	679.0
chr2:85838881-85838900_C2orf68_-	C2orf68	258.0
chr3:133560481-133560500_RAB6B_+	RAB6B	488.0
chr3:138474639-138474658_PIK3CB_-	PIK3CB	528.0
chr17:43226559-43226578_HEXIM1_-	HEXIM1	713.0
chr19:54318174-54318193_NLRP12_+	NLRP12	379.0
chr17:77769027-77769046_CBX8_-	CBX8	490.0
chr19:10204052-10204071_ANGPTL6_-	ANGPTL6	308.0
chr4:69796296-69796315_UGT2A3_-	UGT2A3	296.0
chr6:142468505-142468524_VTA1_+	VTA1	561.0
chr2:45829182-45829201_SRBD1_-	SRBD1	643.0
chr17:43171087-43171106_NMT1_+	NMT1	48.0
chr13:95264541-95264560_GPR180_+	GPR180	442.0
chr17:45299160-45299179_MYL4_+	MYL4	446.0
chr14:54948894-54948913_GMFB_-	GMFB	461.0
chr1:156351252-156351271_RHBG_-	RHBG	455.0
chr8:67039612-67039631_TRIM55_-	TRIM55	617.0
chr9:84608523-84608542_SPATA31D1_-	SPATA31D1	565.0
chr11:32875065-32875084_PRRG4_-	PRRG4	904.0
chr2:74683345-74683364_INO80B_+	INO80B	67.0
chr10:102241700-102241719_WNT8B_+	WNT8B	657.0
chr6:99328431-99328450_FBXL4_+	FBXL4	334.0
chr3:178748651-178748670_ZMAT3_+	ZMAT3	504.0
chr11:46568737-46568756_AMBRA1_+	AMBRA1	375.0
chr2:191233890-191233909_INPP1_-	INPP1	520.0
chr3:45714214-45714233_LIMD1_-	LIMD1	494.0
chr17:27254031-27254050_PHF12_+	PHF12	933.0
chr20:10393905-10393924_MKKS_+	MKKS	393.0
chr19:14710584-14710603_CLEC17A_+	CLEC17A	725.0
chr21:35890507-35890526_RCAN1_-	RCAN1	731.0
chr5:44388647-44388666_FGF10_+	FGF10	576.0
chr17:46030501-46030520_PRR15L_-	PRR15L	371.0
chr17:19618033-19618052_SLC47A2_-	SLC47A2	217.0
chr9:91150543-91150562_NXNL2_-	NXNL2	429.0
chr20:43530345-43530364_YWHAB_-	YWHAB	682.0
chr9:128434769-128434788_MAPKAP1_-	MAPKAP1	114.0
chr16:75258701-75258720_CTRB1_-	CTRB1	522.0
chr19:50265411-50265430_TSKS_+	TSKS	958.0
chr1:207111061-207111080_PIGR_-	PIGR	128.0
chr12:56619434-56619453_NABP2_+	NABP2	263.0
chr14:51134582-51134601_SAV1_+	SAV1	627.0
chr8:124975528-124975547_FER1L6_+	FER1L6	424.0
chrX:48457776-48457795_WDR13_-	WDR13	1066.0
chr7:135635350-135635369_MTPN_+	MTPN	339.0
chr3:49054267-49054286_DALRD3_-	DALRD3	568.0
chr7:143747878-143747897_OR2A5_-	OR2A5	826.0
chr12:1740579-1740598_WNT5B_+	WNT5B	780.0
chr12:7899006-7899025_CLEC4C_-	CLEC4C	210.0
chr12:58186813-58186832_TSFM_+	TSFM	32.0
chrX:69497577-69497596_ARR3_-	ARR3	654.0
chr16:82182455-82182474_MPHOSPH6_-	MPHOSPH6	452.0
chr16:2221292-2221311_TRAF7_-	TRAF7	217.0
chr16:84070448-84070467_SLC38A8_+	SLC38A8	775.0
chr3:149563827-149563846_RNF13_-	RNF13	546.0
chr1:157802991-157803010_CD5L_+	CD5L	1080.0
chr17:73974691-73974710_ACOX1_+	ACOX1	568.0
chr6:143753721-143753740_ADAT2_+	ADAT2	120.0
chr2:234627696-234627715_UGT1A4_+	UGT1A4	505.0
chr3:39184719-39184738_CSRNP1_-	CSRNP1	593.0
chr19:36268558-36268577_ARHGAP33_+	ARHGAP33	1141.0
chrX:46949332-46949351_RGN_+	RGN	570.0
chr19:3733885-3733904_TJP3_+	TJP3	868.0
chr2:113765516-113765535_IL36A_-	IL36A	697.0
chr3:113784280-113784299_QTRTD1_-	QTRTD1	407.0
chr5:131647933-131647952_SLC22A4_-	SLC22A4	429.0
chr7:134127509-134127528_AKR1B1_-	AKR1B1	1162.0
chr5:54579020-54579039_DHX29_+	DHX29	542.0
chr16:72048545-72048564_DHODH_-	DHODH	72.0
chr18:21293919-21293938_LAMA3_-	LAMA3	1043.0
chr2:176995464-176995483_HOXD8_-	HOXD8	1406.0
chr18:29672824-29672843_RNF138_-	RNF138	450.0
chr16:1144775-1144794_C1QTNF8_-	C1QTNF8	455.0
chr1:200876974-200876993_C1orf106_-	C1orf106	356.0
chr7:139529233-139529252_TBXAS1_-	TBXAS1	224.0
chr17:18166405-18166424_MIEF2_+	MIEF2	401.0
chr15:102359093-102359112_OR4F15_-	OR4F15	276.0
chr21:47716070-47716089_YBEY_+	YBEY	123.0
chr17:37417775-37417794_FBXL20_+	FBXL20	538.0
chrX:133119370-133119389_GPC3_+	GPC3	875.0
chr2:219532785-219532804_RNF25_+	RNF25	555.0
chr16:2983868-2983887_FLYWCH1_-	FLYWCH1	737.0
chr4:15482428-15482447_CC2D2A_+	CC2D2A	652.0
chr19:48867157-48867176_TMEM143_-	TMEM143	1257.0
chr2:230910983-230911002_SLC16A14_+	SLC16A14	897.0
chrX:100871496-100871515_ARMCX6_-	ARMCX6	619.0
chr2:27656566-27656585_NRBP1_+	NRBP1	284.0
chr18:56939755-56939774_RAX_+	RAX	709.0
chr5:38996959-38996978_RICTOR_-	RICTOR	55.0
chr14:96848607-96848626_GSKIP_-	GSKIP	529.0
chr2:170677749-170677768_METTL5_-	METTL5	99.0
chr1:145487413-145487432_LIX1L_-	LIX1L	1203.0
chr1:43124150-43124169_PPIH_-	PPIH	10.0
chr5:68572403-68572422_CDK7_-	CDK7	181.0
